Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Date,Time,Payment,cogs,gross income,Rating
449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.956,3/26/2019,11:02,Credit card,39.12,1.956,9.6
891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,01/01/2019,19:07,Cash,448.26,22.413,6.7
744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,01/02/2019,18:50,Cash,132.06,6.603,7.6
727-17-0390,A,Normal,Female,Food and beverages,63.61,5,15.9025,3/16/2019,12:43,Ewallet,318.05,15.9025,4.8
568-88-3448,A,Normal,Male,Health and beauty,25.0,1,1.25,03/03/2019,15:09,Ewallet,25.0,1.25,5.5
187-83-5490,A,Member,Male,Electronic accessories,20.77,4,4.154,1/31/2019,13:47,Cash,83.08,4.154,4.7
767-54-1907,B,Member,Female,Fashion accessories,29.56,5,7.39,2/13/2019,16:59,Cash,147.8,7.39,6.9
710-46-4433,B,Member,Female,Food and beverages,77.4,9,34.83,2/15/2019,14:15,Credit card,696.6,34.83,4.5
533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,02/07/2019,20:24,Cash,793.9,39.695,6.2
325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,1/27/2019,13:58,Cash,465.7,23.285,7.6
729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,2/23/2019,16:52,Credit card,35.89,1.7945,7.9
639-76-1242,C,Normal,Male,Food and beverages,40.52,5,10.13,02/03/2019,15:19,Cash,202.6,10.13,4.5
234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,03/03/2019,12:25,Credit card,730.5,36.525,8.7
326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,02/03/2019,10:02,Cash,295.8,14.79,6.1
320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,3/17/2019,18:58,Cash,22.62,1.131,6.4
470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.835,3/28/2019,15:31,Credit card,256.7,12.835,9.1
878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,03/02/2019,11:22,Credit card,545.5,27.275,7.1
440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,02/08/2019,13:12,Credit card,260.05,13.0025,7.7
554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.106,3/22/2019,18:33,Cash,222.12,11.106,4.5
746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,02/09/2019,10:02,Ewallet,21.58,1.079,7.2
233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,2/15/2019,11:21,Cash,98.84,4.942,8.4
767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,25.131,1/23/2019,12:10,Ewallet,502.62,25.131,5.4
340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.01,1/25/2019,11:40,Cash,160.2,8.01,9.7
405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.565,02/02/2019,18:31,Credit card,431.3,21.565,5.5
731-59-7531,B,Member,Male,Health and beauty,72.57,8,29.028,3/30/2019,17:58,Cash,580.56,29.028,4.6
676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,3/30/2019,17:04,Cash,322.2,16.11,6.6
502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,2/25/2019,20:35,Credit card,195.54,9.777,6.3
485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.315,3/18/2019,16:10,Credit card,166.3,8.315,4.2
598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,16.814,03/07/2019,16:54,Ewallet,336.28,16.814,4.4
701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,3/16/2019,10:11,Ewallet,343.7,17.185,6.7
575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.93,1/29/2019,11:26,Ewallet,38.6,1.93,6.7
541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,02/02/2019,20:29,Cash,527.76,26.388,8.4
246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,2/15/2019,12:12,Cash,328.0,16.4,6.2
674-15-9296,A,Normal,Male,Sports and travel,37.14,5,9.285,01/08/2019,13:05,Ewallet,185.7,9.285,5.0
305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,02/12/2019,16:19,Cash,603.8,30.19,6.0
493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,01/01/2019,19:48,Credit card,369.8,18.49,7.0
438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,3/21/2019,15:25,Ewallet,197.96,9.898,6.6
709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,2/28/2019,14:42,Cash,410.9,20.545,7.3
795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,3/23/2019,18:59,Ewallet,148.6,7.43,8.3
556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148,1/30/2019,20:47,Cash,22.96,1.148,4.3
627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,34.956,02/04/2019,13:21,Ewallet,699.12,34.956,9.8
686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,3/13/2019,19:48,Ewallet,69.4,3.47,8.2
510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,3/15/2019,18:20,Credit card,196.6,9.83,7.2
608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,03/05/2019,20:24,Ewallet,202.56,10.128,8.7
148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,03/05/2019,13:44,Credit card,121.2,6.06,8.4
437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,2/26/2019,11:48,Ewallet,199.78,9.989,7.1
632-32-4574,B,Normal,Male,Sports and travel,75.92,8,30.368,3/20/2019,14:14,Cash,607.36,30.368,5.5
556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,01/01/2019,15:51,Cash,126.44,6.322,8.5
862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,1/27/2019,11:17,Cash,541.44,27.072,6.2
401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.9065,1/21/2019,17:36,Cash,98.13,4.9065,8.9
420-18-8989,A,Member,Female,Sports and travel,51.52,8,20.608,02/02/2019,15:47,Cash,412.16,20.608,9.6
277-63-2961,B,Member,Male,Sports and travel,73.97,1,3.6985,02/03/2019,15:53,Credit card,73.97,3.6985,5.4
573-98-8548,C,Member,Female,Fashion accessories,31.9,1,1.595,01/05/2019,12:40,Ewallet,31.9,1.595,9.1
620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2,6.94,1/27/2019,19:48,Ewallet,138.8,6.94,9.0
282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331,3/25/2019,17:53,Cash,186.62,9.331,6.3
511-54-3087,B,Normal,Male,Sports and travel,88.45,1,4.4225,2/25/2019,16:36,Credit card,88.45,4.4225,9.5
726-29-6793,A,Member,Male,Electronic accessories,24.18,8,9.672,1/28/2019,20:54,Ewallet,193.44,9.672,9.8
387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275,01/08/2019,12:50,Cash,145.5,7.275,6.7
862-17-9201,B,Normal,Female,Food and beverages,84.05,6,25.215,1/29/2019,10:48,Credit card,504.3,25.215,7.7
291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.3225,3/29/2019,14:28,Cash,306.45,15.3225,7.0
602-80-9671,C,Member,Female,Home and lifestyle,15.95,6,4.785,02/09/2019,17:15,Credit card,95.7,4.785,5.1
347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.759,1/16/2019,18:03,Credit card,635.18,31.759,6.2
209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5,10.7275,01/05/2019,17:29,Ewallet,214.55,10.7275,6.1
595-27-4851,A,Normal,Female,Fashion accessories,54.28,7,18.998,1/27/2019,18:05,Ewallet,379.96,18.998,9.3
189-52-0236,A,Normal,Male,Electronic accessories,99.55,7,34.8425,3/14/2019,12:07,Cash,696.85,34.8425,7.6
503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.4365,2/23/2019,19:49,Credit card,408.73,20.4365,8.2
413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.5735,3/18/2019,15:52,Ewallet,51.47,2.5735,8.5
425-85-2085,B,Member,Male,Health and beauty,54.86,5,13.715,3/29/2019,16:48,Ewallet,274.3,13.715,9.8
521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.8475,1/22/2019,20:46,Credit card,196.95,9.8475,8.7
220-28-1851,A,Normal,Male,Home and lifestyle,34.73,2,3.473,03/01/2019,18:14,Ewallet,69.46,3.473,9.7
600-38-9738,C,Member,Male,Sports and travel,71.92,5,17.98,1/17/2019,15:05,Credit card,359.6,17.98,4.3
734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,6.8565,3/26/2019,10:34,Credit card,137.13,6.8565,7.7
451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.951,3/20/2019,11:23,Cash,499.02,24.951,7.3
609-81-8548,A,Member,Female,Home and lifestyle,37.44,6,11.232,02/06/2019,13:55,Credit card,224.64,11.232,5.9
133-14-7229,C,Normal,Male,Health and beauty,62.87,2,6.287,01/01/2019,11:43,Cash,125.74,6.287,5.0
534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.513,1/27/2019,14:36,Credit card,490.26,24.513,8.0
719-89-8991,A,Member,Female,Sports and travel,91.41,5,22.8525,2/25/2019,16:03,Ewallet,457.05,22.8525,7.1
286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,7.842,1/16/2019,20:03,Credit card,156.84,7.842,9.0
339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986,1/13/2019,14:55,Ewallet,119.72,5.986,6.7
827-44-5872,B,Member,Female,Food and beverages,54.36,10,27.18,02/07/2019,11:28,Credit card,543.6,27.18,6.1
827-77-7633,A,Normal,Male,Sports and travel,98.09,9,44.1405,2/17/2019,19:41,Cash,882.81,44.1405,9.3
287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629,02/12/2019,19:01,Ewallet,152.58,7.629,7.0
435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.672,1/24/2019,18:04,Credit card,693.44,34.672,7.2
857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,11.475,02/06/2019,19:20,Ewallet,229.5,11.475,8.2
236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.3395,3/26/2019,10:31,Ewallet,146.79,7.3395,8.4
892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5,7.08,03/11/2019,13:28,Ewallet,141.6,7.08,6.2
583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,02/07/2019,11:36,Ewallet,116.69,5.8345,7.4
339-12-4827,B,Member,Female,Fashion accessories,73.96,1,3.698,01/05/2019,11:32,Credit card,73.96,3.698,5.0
643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1,4.897,03/07/2019,11:44,Ewallet,97.94,4.897,6.9
308-81-0538,A,Normal,Female,Fashion accessories,73.05,4,14.61,2/25/2019,17:16,Credit card,292.2,14.61,4.9
358-88-9262,C,Member,Female,Food and beverages,87.48,6,26.244,02/01/2019,18:43,Ewallet,524.88,26.244,5.1
460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3,4.602,1/22/2019,11:00,Ewallet,92.04,4.602,9.1
343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.794,01/03/2019,10:30,Credit card,75.88,3.794,7.1
173-50-1108,B,Member,Female,Sports and travel,20.18,4,4.036,2/13/2019,12:14,Credit card,80.72,4.036,5.0
243-47-2663,C,Member,Male,Electronic accessories,18.77,6,5.631,1/28/2019,16:43,Credit card,112.62,5.631,5.5
841-18-8232,B,Normal,Female,Food and beverages,71.2,1,3.56,01/05/2019,20:40,Credit card,71.2,3.56,9.2
701-23-5550,B,Member,Male,Home and lifestyle,38.81,4,7.762,3/19/2019,13:40,Ewallet,155.24,7.762,4.9
647-50-1224,A,Normal,Female,,29.42,10,14.71,01/12/2019,16:23,Ewallet,294.2,14.71,8.9
541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.4275,01/07/2019,12:08,Credit card,548.55,27.4275,6.0
539-21-7227,B,Normal,Female,Sports and travel,51.54,5,12.885,1/26/2019,17:45,Cash,257.7,12.885,4.2
213-32-1216,A,Normal,Female,Electronic accessories,66.06,6,19.818,1/23/2019,10:28,Cash,396.36,19.818,7.3
747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,8.5905,02/09/2019,20:31,Ewallet,171.81,8.5905,6.5
582-52-8065,B,Normal,Female,Fashion accessories,54.31,9,24.4395,2/22/2019,10:49,Cash,488.79,24.4395,8.9
210-57-1719,B,Normal,Female,Health and beauty,58.24,9,26.208,02/05/2019,12:34,Cash,524.16,26.208,9.7
399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663,03/07/2019,10:23,Credit card,133.26,6.663,8.6
134-75-2619,A,Member,Male,Electronic accessories,19.32,7,6.762,3/25/2019,18:51,Cash,135.24,6.762,6.9
356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622,1/20/2019,13:45,Credit card,112.44,5.622,7.7
198-66-9832,B,Member,Female,Fashion accessories,72.04,2,7.204,02/04/2019,19:38,Cash,144.08,7.204,9.5
283-26-5248,C,Member,Female,Food and beverages,98.52,10,49.26,1/30/2019,20:23,Ewallet,985.2,49.26,4.5
712-39-0363,A,Member,Male,Food and beverages,41.66,6,12.498,01/02/2019,15:24,Ewallet,249.96,12.498,5.6
218-59-9410,A,Member,Female,Home and lifestyle,72.42,3,10.863,3/29/2019,16:54,Ewallet,217.26,10.863,8.2
174-75-0888,B,Normal,Male,Electronic accessories,21.58,9,9.711,3/14/2019,12:32,Cash,194.22,9.711,7.3
866-99-7614,C,Normal,Male,Food and beverages,89.2,10,44.6,02/11/2019,15:42,Credit card,892.0,44.6,4.4
134-54-4720,B,Normal,Female,Electronic accessories,42.42,8,16.968,1/30/2019,13:58,Ewallet,339.36,16.968,5.7
760-90-2357,A,Member,Male,Electronic accessories,74.51,6,22.353,3/20/2019,15:08,Ewallet,447.06,22.353,5.0
514-37-2845,B,Normal,Male,Fashion accessories,99.25,2,9.925,3/20/2019,13:02,Cash,198.5,9.925,9.0
698-98-5964,A,Normal,Female,Food and beverages,81.21,10,40.605,1/17/2019,13:01,Credit card,812.1,40.605,6.3
718-57-9773,C,Normal,Female,Sports and travel,49.33,10,24.665,02/03/2019,16:40,Credit card,493.3,24.665,9.4
651-88-7328,A,Normal,Female,Fashion accessories,65.74,9,29.583,01/01/2019,13:55,Cash,591.66,29.583,7.7
241-11-2261,B,Normal,Female,Fashion accessories,79.86,7,27.951,01/10/2019,10:33,Credit card,559.02,27.951,5.5
408-26-9866,C,Normal,Female,Sports and travel,73.98,7,25.893,03/02/2019,16:42,Ewallet,517.86,25.893,4.1
834-83-1826,B,Member,Female,Home and lifestyle,82.04,5,20.51,2/25/2019,17:16,Credit card,410.2,20.51,7.6
343-61-3544,B,Member,Male,Sports and travel,26.67,10,13.335,1/29/2019,11:48,Cash,266.7,13.335,8.6
239-48-4278,A,Member,Male,Food and beverages,10.13,7,3.5455,03/10/2019,19:35,Ewallet,70.91,3.5455,8.3
355-34-6244,B,Normal,Male,Food and beverages,72.39,2,7.239,1/13/2019,19:55,Credit card,144.78,7.239,8.1
550-84-8664,A,Normal,Male,Sports and travel,85.91,5,21.4775,3/22/2019,14:33,Credit card,429.55,21.4775,8.6
339-96-8318,B,Member,Male,Fashion accessories,81.31,7,28.4585,03/01/2019,19:49,Ewallet,569.17,28.4585,6.3
458-61-0011,B,Normal,Male,Food and beverages,60.3,4,12.06,2/20/2019,18:43,Cash,241.2,12.06,5.8
592-34-6155,C,Normal,Male,Food and beverages,31.77,4,6.354,1/14/2019,14:43,Ewallet,127.08,6.354,6.2
797-88-0493,A,Normal,Female,Health and beauty,64.27,4,12.854,3/26/2019,13:54,Cash,257.08,12.854,7.7
207-73-1363,B,Normal,Male,Health and beauty,69.51,2,6.951,03/01/2019,12:15,Ewallet,139.02,6.951,8.1
390-31-6381,C,Normal,Male,Food and beverages,27.22,3,4.083,01/07/2019,12:37,Cash,81.66,4.083,7.3
443-82-0585,A,Member,Female,Health and beauty,77.68,4,15.536,02/01/2019,19:54,Cash,310.72,15.536,8.4
339-18-7061,C,Member,Female,Fashion accessories,92.98,2,9.298,2/13/2019,15:06,Credit card,185.96,9.298,8.0
359-90-3665,B,Member,Female,Fashion accessories,18.08,4,3.616,1/14/2019,18:03,Credit card,72.32,3.616,9.5
375-72-3056,B,Normal,Male,Sports and travel,63.06,3,9.459,1/19/2019,15:58,Ewallet,189.18,9.459,7.0
127-47-6963,A,Normal,Male,Health and beauty,51.71,4,10.342,03/09/2019,13:53,Credit card,206.84,10.342,9.8
278-86-2735,A,Normal,Female,Food and beverages,52.34,3,7.851,3/27/2019,14:03,Cash,157.02,7.851,9.2
695-28-6250,A,Normal,Female,Sports and travel,43.06,5,10.765,02/04/2019,16:38,Ewallet,215.3,10.765,7.7
379-17-6588,C,Normal,Male,Fashion accessories,59.61,10,29.805,3/14/2019,11:07,Cash,596.1,29.805,5.3
227-50-3718,A,Normal,Male,Health and beauty,14.62,5,3.655,03/04/2019,12:23,Cash,73.1,3.655,4.4
302-15-2162,C,Member,Male,Health and beauty,46.53,6,13.959,03/03/2019,10:54,Credit card,279.18,13.959,4.3
788-07-8452,C,Member,Female,Home and lifestyle,24.24,7,8.484,1/27/2019,17:38,Ewallet,169.68,8.484,9.4
560-49-6611,A,Member,Female,Sports and travel,45.58,1,2.279,02/07/2019,14:13,Cash,45.58,2.279,9.8
880-35-0356,A,Member,Female,Sports and travel,75.2,3,11.28,02/05/2019,11:51,Ewallet,225.6,11.28,4.8
585-11-6748,B,Member,Male,Sports and travel,96.8,3,14.52,3/15/2019,13:05,Cash,290.4,14.52,5.3
470-31-3286,B,Normal,Male,Health and beauty,14.82,3,2.223,03/01/2019,11:30,Credit card,44.46,2.223,8.7
152-68-2907,A,Normal,Male,Food and beverages,52.2,3,7.83,2/15/2019,13:30,Credit card,156.6,7.83,9.5
123-35-4896,C,Normal,Female,Sports and travel,46.66,9,20.997,2/17/2019,19:11,Ewallet,419.94,20.997,5.3
258-69-7810,C,Normal,Female,Fashion accessories,36.85,5,9.2125,1/26/2019,18:53,Cash,184.25,9.2125,9.2
334-64-2006,A,Member,Female,Home and lifestyle,70.32,2,7.032,3/24/2019,14:22,Ewallet,140.64,7.032,9.6
219-61-4139,C,Normal,Male,Electronic accessories,83.08,1,4.154,1/23/2019,17:16,Ewallet,83.08,4.154,6.4
881-41-7302,C,Normal,Female,Fashion accessories,64.99,1,3.2495,1/26/2019,10:06,Credit card,64.99,3.2495,4.5
373-09-4567,C,Normal,Male,Food and beverages,77.56,10,38.78,3/14/2019,20:35,Ewallet,775.6,38.78,6.9
642-30-6693,B,Normal,Female,Sports and travel,54.51,6,16.353,3/17/2019,13:54,Ewallet,327.06,16.353,7.8
484-22-8230,C,Member,Female,Fashion accessories,51.89,7,18.1615,01/08/2019,20:08,Cash,363.23,18.1615,4.5
830-58-2383,B,Normal,Male,Home and lifestyle,31.75,4,6.35,02/08/2019,15:26,Cash,127.0,6.35,8.6
559-98-9873,A,Member,Female,Fashion accessories,53.65,7,18.7775,02/10/2019,12:56,Ewallet,375.55,18.7775,5.2
544-32-5024,C,Member,Female,Food and beverages,49.79,4,9.958,3/28/2019,19:16,Credit card,199.16,9.958,6.4
318-12-0304,A,Normal,Male,Fashion accessories,30.61,1,1.5305,1/23/2019,12:20,Ewallet,30.61,1.5305,5.2
349-97-8902,B,Member,Male,Food and beverages,57.89,2,5.789,1/17/2019,10:37,Ewallet,115.78,5.789,8.9
421-95-9805,A,Normal,Female,Electronic accessories,28.96,1,1.448,02/07/2019,10:18,Credit card,28.96,1.448,6.2
277-35-5865,C,Member,Female,Food and beverages,98.97,9,44.5365,03/09/2019,11:23,Cash,890.73,44.5365,6.7
789-23-8625,B,Member,Male,Fashion accessories,93.22,3,13.983,1/24/2019,11:45,Cash,279.66,13.983,7.2
284-54-4231,C,Member,Male,Sports and travel,80.93,1,4.0465,1/19/2019,16:08,Credit card,80.93,4.0465,9.0
443-59-0061,A,Member,Male,Food and beverages,67.45,10,33.725,02/03/2019,11:25,Ewallet,674.5,33.725,4.2
509-29-3912,A,Member,Female,Sports and travel,38.72,9,17.424,3/20/2019,12:24,Ewallet,348.48,17.424,4.2
327-40-9673,B,Member,Male,Sports and travel,72.6,6,21.78,1/13/2019,19:51,Cash,435.6,21.78,6.9
840-19-2096,C,Member,Male,Electronic accessories,87.91,5,21.9775,3/14/2019,18:10,Ewallet,439.55,21.9775,4.4
828-46-6863,A,Member,Male,Food and beverages,98.53,6,29.559,1/23/2019,11:22,Credit card,591.18,29.559,4.0
641-96-3695,C,Member,Female,Fashion accessories,43.46,6,13.038,02/07/2019,17:55,Ewallet,260.76,13.038,8.5
420-97-3340,A,Normal,Female,Food and beverages,71.68,3,10.752,3/28/2019,15:30,Credit card,215.04,10.752,9.2
436-54-4512,A,Member,Female,Food and beverages,91.61,1,4.5805,3/20/2019,19:44,Cash,91.61,4.5805,9.8
670-79-6321,B,Member,Female,Home and lifestyle,94.59,7,33.1065,1/17/2019,15:27,Credit card,662.13,33.1065,4.9
852-62-7105,B,Normal,Female,Fashion accessories,83.25,10,41.625,01/12/2019,11:25,Credit card,832.5,41.625,4.4
598-06-7312,B,Member,Male,Fashion accessories,91.35,1,4.5675,2/16/2019,15:42,Cash,91.35,4.5675,6.8
135-13-8269,B,Member,Female,Food and beverages,78.88,2,7.888,1/26/2019,16:04,Cash,157.76,7.888,9.1
816-57-2053,A,Normal,Male,Sports and travel,60.87,2,6.087,03/09/2019,12:37,Ewallet,121.74,6.087,8.7
628-90-8624,B,Member,Male,Health and beauty,82.58,10,41.29,3/14/2019,14:41,Cash,825.8,41.29,5.0
856-66-2701,A,Member,Male,Home and lifestyle,53.3,3,7.995,1/25/2019,14:19,Ewallet,159.9,7.995,7.5
308-39-1707,A,Normal,Female,Fashion accessories,12.09,1,0.6045,1/26/2019,18:19,Credit card,12.09,0.6045,8.2
149-61-1929,A,Normal,Male,Sports and travel,64.19,10,32.095,1/19/2019,14:08,Credit card,641.9,32.095,6.7
655-07-2265,A,Normal,Male,Electronic accessories,78.31,3,11.7465,03/05/2019,16:38,Ewallet,234.93,11.7465,5.4
589-02-8023,A,Member,Male,Food and beverages,83.77,2,8.377,1/15/2019,10:54,Credit card,167.54,8.377,7.0
420-04-7590,B,Normal,Male,Home and lifestyle,99.7,3,14.955,3/18/2019,11:29,Ewallet,299.1,14.955,4.7
182-88-2763,B,Member,Male,Food and beverages,79.91,3,11.9865,3/20/2019,19:28,Credit card,239.73,11.9865,5.0
188-55-0967,B,Member,Male,Health and beauty,66.47,10,33.235,1/15/2019,15:01,Credit card,664.7,33.235,5.0
610-46-4100,A,Normal,Male,Health and beauty,28.95,7,10.1325,03/03/2019,20:31,Credit card,202.65,10.1325,6.0
318-81-2368,C,Normal,Female,Electronic accessories,46.2,1,2.31,3/19/2019,12:16,Cash,46.2,2.31,6.3
364-33-8584,B,Member,Female,Food and beverages,17.63,5,4.4075,03/08/2019,15:27,Cash,88.15,4.4075,8.5
665-63-9737,B,Normal,Male,Fashion accessories,52.42,3,7.863,2/27/2019,17:36,Ewallet,157.26,7.863,7.5
695-09-5146,B,Member,Female,Food and beverages,98.79,3,14.8185,2/23/2019,20:00,Ewallet,296.37,14.8185,6.4
155-45-3814,C,Member,Female,Electronic accessories,88.55,8,35.42,3/19/2019,15:29,Ewallet,708.4,35.42,4.7
794-32-2436,B,Member,Male,Electronic accessories,55.67,2,5.567,3/27/2019,15:08,Ewallet,111.34,5.567,6.0
131-15-8856,C,Member,Female,Food and beverages,72.52,8,29.008,3/30/2019,19:26,Credit card,580.16,29.008,4.0
273-84-2164,C,Member,Male,Electronic accessories,12.05,5,3.0125,2/16/2019,15:53,Ewallet,60.25,3.0125,5.5
706-36-6154,A,Member,Male,Home and lifestyle,19.36,9,8.712,1/18/2019,18:43,Ewallet,174.24,8.712,8.7
778-89-7974,C,Normal,Male,Health and beauty,70.21,6,21.063,3/30/2019,14:58,Cash,421.26,21.063,7.4
574-31-8277,B,Member,Male,Fashion accessories,33.63,1,1.6815,3/20/2019,19:55,Cash,33.63,1.6815,5.6
859-71-0933,C,Member,Female,Sports and travel,15.49,2,1.549,1/16/2019,15:10,Cash,30.98,1.549,6.3
740-11-5257,C,Normal,Male,Electronic accessories,24.74,10,12.37,2/24/2019,16:44,Cash,247.4,12.37,7.1
369-82-2676,B,Normal,Male,Electronic accessories,75.66,5,18.915,1/15/2019,18:22,Ewallet,378.3,18.915,7.8
563-47-4072,B,Normal,Female,Health and beauty,55.81,6,16.743,1/22/2019,11:52,Cash,334.86,16.743,9.9
742-04-5161,A,Member,Male,Home and lifestyle,72.78,10,36.39,02/03/2019,17:24,Cash,727.8,36.39,7.3
149-15-7606,B,Member,Male,Sports and travel,37.32,9,16.794,03/06/2019,15:31,Ewallet,335.88,16.794,5.1
133-77-3154,B,Member,Male,Fashion accessories,60.18,4,12.036,2/16/2019,18:04,Credit card,240.72,12.036,9.4
169-52-4504,A,Normal,Female,Electronic accessories,15.69,3,2.3535,3/14/2019,14:13,Credit card,47.07,2.3535,5.8
250-81-7186,C,Normal,Female,Electronic accessories,99.69,1,4.9845,2/27/2019,10:23,Credit card,99.69,4.9845,8.0
562-12-5430,A,Member,Female,Fashion accessories,88.15,3,13.2225,1/18/2019,10:11,Ewallet,264.45,13.2225,7.9
816-72-8853,A,Member,Female,Sports and travel,27.93,5,6.9825,1/29/2019,15:48,Cash,139.65,6.9825,5.9
491-38-3499,A,Member,Male,Fashion accessories,55.45,1,2.7725,2/26/2019,17:46,Credit card,55.45,2.7725,4.9
322-02-2271,B,Normal,Female,Sports and travel,42.97,3,6.4455,02/03/2019,11:46,Cash,128.91,6.4455,9.3
842-29-4695,C,Member,Male,Sports and travel,17.14,7,5.999,1/16/2019,12:07,Credit card,119.98,5.999,7.9
725-67-2480,B,Member,Female,Fashion accessories,58.75,6,17.625,3/24/2019,18:14,Credit card,352.5,17.625,5.9
641-51-2661,C,Member,Female,Food and beverages,87.1,10,43.55,02/12/2019,14:45,Credit card,871.0,43.55,9.9
714-02-3114,C,Normal,Female,Sports and travel,98.8,2,9.88,2/21/2019,11:39,Cash,197.6,9.88,7.7
518-17-2983,A,Normal,Female,Fashion accessories,48.63,4,9.726,02/04/2019,15:44,Ewallet,194.52,9.726,7.6
779-42-2410,B,Member,Male,Food and beverages,57.74,3,8.661,2/20/2019,13:06,Ewallet,173.22,8.661,7.7
190-14-3147,B,Normal,Female,Health and beauty,17.97,4,3.594,2/23/2019,20:43,Ewallet,71.88,3.594,6.4
408-66-6712,C,Member,Female,Health and beauty,47.71,6,14.313,2/16/2019,14:19,Ewallet,286.26,14.313,4.4
679-22-6530,B,Normal,Female,Sports and travel,40.62,2,4.062,1/17/2019,10:01,Credit card,81.24,4.062,4.1
588-47-8641,A,Member,Male,Fashion accessories,56.04,10,28.02,1/14/2019,19:30,Ewallet,560.4,28.02,4.4
642-61-4706,B,Member,Male,Food and beverages,93.4,2,9.34,3/30/2019,16:34,Cash,186.8,9.34,5.5
576-31-4774,B,Normal,Female,Health and beauty,73.41,3,11.0115,03/02/2019,13:10,Ewallet,220.23,11.0115,4.0
556-41-6224,C,Normal,Male,Health and beauty,33.64,8,13.456,2/15/2019,17:10,Credit card,269.12,13.456,9.3
811-03-8790,A,Normal,Female,Electronic accessories,45.48,10,22.74,03/01/2019,10:22,Credit card,454.8,22.74,4.8
